"latin_binomial"	"common_name"	"pt"	"max"
Euterpe oleracea	Acai	Cabbage palm	f8abb616-ed83-4372-ac76-32c0c248d6c3
Euterpe oleracea	Açai	Cabbage palm	f8abb616-ed83-4372-ac76-32c0c248d6c3
Euterpe oleracea	Assai palm	Cabbage palm	f8abb616-ed83-4372-ac76-32c0c248d6c3
Euterpe oleracea	Cabbage palm	Cabbage palm	f8abb616-ed83-4372-ac76-32c0c248d6c3
Ferula elaeochytris	Ferulaelaeochytris	Ferulaelaeochytris	"67b82257-75ee-4812-8217-797f44039117"
Ficus carica	Fig	Wu hua guo	e15ebfd8-8518-4ce4-bbd3-1f67d717800b
Ficus carica	Fig tree	Wu hua guo	e15ebfd8-8518-4ce4-bbd3-1f67d717800b
Ficus carica	Wu hua guo	Wu hua guo	e15ebfd8-8518-4ce4-bbd3-1f67d717800b
Filipendula ulmaria	Dropwort	Xuan guo wen zi cao	edd46339-7559-4cb0-a284-b28295fd39c6
Filipendula ulmaria	Meadowsweet	Xuan guo wen zi cao	edd46339-7559-4cb0-a284-b28295fd39c6
Filipendula ulmaria	Queen-of-the-meadow	Xuan guo wen zi cao	edd46339-7559-4cb0-a284-b28295fd39c6
Filipendula ulmaria	Xuan guo wen zi cao	Xuan guo wen zi cao	edd46339-7559-4cb0-a284-b28295fd39c6
Foeniculum vulgare	Fennel	Fennel	de14f261-12a8-4d6a-892b-5c4e9d3ca137
Foeniculum vulgare	Fenouil	Fennel	de14f261-12a8-4d6a-892b-5c4e9d3ca137
Fomes fomentarius	Fomesfomentarius	Fomesfomentarius	e218c936-4217-4199-bb3d-63095f5f9308
Frangula alnus	Alder buckthorn	Glossy buckthorn	"97f07f9c-1466-43f7-a85a-dc6048f2cb06"
Frangula alnus	Frangula	Glossy buckthorn	"97f07f9c-1466-43f7-a85a-dc6048f2cb06"
Frangula alnus	Glossy buckthorn	Glossy buckthorn	"97f07f9c-1466-43f7-a85a-dc6048f2cb06"
Fucus vesiculosus	Black tang	Seawrack	"557a6037-7d2c-4e82-8f52-27fdc685a62f"
Fucus vesiculosus	Bladder fucus	Seawrack	"557a6037-7d2c-4e82-8f52-27fdc685a62f"
Fucus vesiculosus	Kelpware	Seawrack	"557a6037-7d2c-4e82-8f52-27fdc685a62f"
Fucus vesiculosus	Seawrack	Seawrack	"557a6037-7d2c-4e82-8f52-27fdc685a62f"
Fumaria officinalis	Common fumitory	Wax-dolls	dabe11dc-bd31-4404-8b17-02f8ae98a88d
Fumaria officinalis	Fumitory	Wax-dolls	dabe11dc-bd31-4404-8b17-02f8ae98a88d
Fumaria officinalis	Wax-dolls	Wax-dolls	dabe11dc-bd31-4404-8b17-02f8ae98a88d
Galega officinalis	French lilac	Goat's-rue	"5b6698fb-f0a9-42da-9640-3eee04fea989"
Galega officinalis	Galega	Goat's-rue	"5b6698fb-f0a9-42da-9640-3eee04fea989"
Galega officinalis	Goat's-rue	Goat's-rue	"5b6698fb-f0a9-42da-9640-3eee04fea989"
Galium aparine	Catchweed bedstraw	Goose-grass	"48c9e87c-4a42-4806-93a6-bfeaac921d3b"
Galium aparine	Cleavers	Goose-grass	"48c9e87c-4a42-4806-93a6-bfeaac921d3b"
Galium aparine	Goose-grass	Goose-grass	"48c9e87c-4a42-4806-93a6-bfeaac921d3b"
Galium verum	Lady's bedstraw	Yellow bedstraw	e787d17e-6da3-42e0-a774-0edd8fff665c
Galium verum	Yellow bedstraw	Yellow bedstraw	e787d17e-6da3-42e0-a774-0edd8fff665c
Ganoderma lucidum	Ganoderma	Reishi	"5c90d261-7ac8-4c9d-a35c-d8bd43e97967"
Ganoderma lucidum	Ling zhi	Reishi	"5c90d261-7ac8-4c9d-a35c-d8bd43e97967"
Ganoderma lucidum	Reishi	Reishi	"5c90d261-7ac8-4c9d-a35c-d8bd43e97967"
Garcinia gummi	Malabartamarind	Malabartamarind	"8342667d-4d8b-4fb7-aa84-6931e02343a3"
Gentiana lutea	Bitterwort	Yellow gentian	d5ed972d-c9a6-445d-991c-f61708e61bf7
Gentiana lutea	Gentian	Yellow gentian	d5ed972d-c9a6-445d-991c-f61708e61bf7
Gentiana lutea	Gentian-root	Yellow gentian	d5ed972d-c9a6-445d-991c-f61708e61bf7
Gentiana lutea	Yellow gentian	Yellow gentian	d5ed972d-c9a6-445d-991c-f61708e61bf7
Geranium maculatum	Cranesbill	Wild geranium	ee4f7b73-fbda-4199-9d63-dd2d1ec4ed74
Geranium maculatum	Spotted geranium	Wild geranium	ee4f7b73-fbda-4199-9d63-dd2d1ec4ed74
Geranium maculatum	Wild geranium	Wild geranium	ee4f7b73-fbda-4199-9d63-dd2d1ec4ed74
Ginkgo biloba	Baiguo	Ginkgo	e18c5c3f-01d6-4060-a11c-99f4ae7ad0ae
Ginkgo biloba	Ginkgo	Ginkgo	e18c5c3f-01d6-4060-a11c-99f4ae7ad0ae
Ginkgo biloba	Ginkgo biloba	Ginkgo	e18c5c3f-01d6-4060-a11c-99f4ae7ad0ae
Ginkgo biloba	Icho	Ginkgo	e18c5c3f-01d6-4060-a11c-99f4ae7ad0ae
Ginkgo biloba	Maidenhair-tree	Ginkgo	e18c5c3f-01d6-4060-a11c-99f4ae7ad0ae
Glycine max	Black soya bean	Soybean	"9ed394c1-cdd0-4a0f-8e0c-d163dfd1df37"
Glycine max	Da dou	Soybean	"9ed394c1-cdd0-4a0f-8e0c-d163dfd1df37"
Glycine max	Soy	Soybean	"9ed394c1-cdd0-4a0f-8e0c-d163dfd1df37"
Glycine max	Soya	Soybean	"9ed394c1-cdd0-4a0f-8e0c-d163dfd1df37"
Glycine max	Soyabean	Soybean	"9ed394c1-cdd0-4a0f-8e0c-d163dfd1df37"
Glycine max	Soybean	Soybean	"9ed394c1-cdd0-4a0f-8e0c-d163dfd1df37"
Glycyrrhiza glabra	Guang guo gan cao	Liquorice	ffb21b4e-ae7e-41d5-97b3-3656d1353dc3
Glycyrrhiza glabra	Licorice	Liquorice	ffb21b4e-ae7e-41d5-97b3-3656d1353dc3
Glycyrrhiza glabra	Liquorice	Liquorice	ffb21b4e-ae7e-41d5-97b3-3656d1353dc3
Glycyrrhiza inflata	Licorice	Zhangguogancao	"59eda220-bbb5-4dc0-b57a-d010a4222c03"
Glycyrrhiza inflata	Zhangguogancao	Zhangguogancao	"59eda220-bbb5-4dc0-b57a-d010a4222c03"
Glycyrrhiza uralensis	Chinese licorice	Licorice	dc6f848b-18bb-4620-81b1-b2af39721bd9
Glycyrrhiza uralensis	Gan cao	Licorice	dc6f848b-18bb-4620-81b1-b2af39721bd9
Glycyrrhiza uralensis	Licorice	Licorice	dc6f848b-18bb-4620-81b1-b2af39721bd9
Gymnema sylvestre	Gymnema	Miracle-fruit	c64ed9bf-d1cd-4b33-a4ea-cf7ad3646e9b
Gymnema sylvestre	Miracle-fruit	Miracle-fruit	c64ed9bf-d1cd-4b33-a4ea-cf7ad3646e9b
Hamamelis virginiana	Hamamelis	Witch-hazel	e0c94aee-eb54-4f7b-bc4f-835c8e04c1fc
Hamamelis virginiana	Spotted alder	Witch-hazel	e0c94aee-eb54-4f7b-bc4f-835c8e04c1fc
Hamamelis virginiana	Winter bloom	Witch-hazel	e0c94aee-eb54-4f7b-bc4f-835c8e04c1fc
Hamamelis virginiana	Witchazel	Witch-hazel	e0c94aee-eb54-4f7b-bc4f-835c8e04c1fc
Hamamelis virginiana	Witch-hazel	Witch-hazel	e0c94aee-eb54-4f7b-bc4f-835c8e04c1fc
Handroanthus heptaphyllus	Ipe roxo	Pau d'Arco	"7ab93255-502b-46df-b110-6222b12581f5"
Handroanthus heptaphyllus	Lapacho	Pau d'Arco	"7ab93255-502b-46df-b110-6222b12581f5"
Handroanthus heptaphyllus	Lapacho negro	Pau d'Arco	"7ab93255-502b-46df-b110-6222b12581f5"
Handroanthus heptaphyllus	Pau d'Arco	Pau d'Arco	"7ab93255-502b-46df-b110-6222b12581f5"
Harpagophytum procumbens	Devil's-claw	Wood spider	d64eef7f-b23c-4ab9-a67d-dcdcabb309a6
Harpagophytum procumbens	Grapple plant	Wood spider	d64eef7f-b23c-4ab9-a67d-dcdcabb309a6
Harpagophytum procumbens	Wood spider	Wood spider	d64eef7f-b23c-4ab9-a67d-dcdcabb309a6
Hedera helix	Engelse hedera	Ivy leaf	fe3790ac-5de8-46d1-8798-9eb40d6f3d78
Hedera helix	English ivy	Ivy leaf	fe3790ac-5de8-46d1-8798-9eb40d6f3d78
Hedera helix	Ivy leaf	Ivy leaf	fe3790ac-5de8-46d1-8798-9eb40d6f3d78
Helichrysum arenarium	Everlasting	Yellow chasteweed	ea42492c-f972-491f-b484-438564bf5f25
Helichrysum arenarium	Immortelle	Yellow chasteweed	ea42492c-f972-491f-b484-438564bf5f25
Helichrysum arenarium	Sandy everlasting	Yellow chasteweed	ea42492c-f972-491f-b484-438564bf5f25
Helichrysum arenarium	Yellow chasteweed	Yellow chasteweed	ea42492c-f972-491f-b484-438564bf5f25
Hordeum vulgare	Barley grass	Barley grass	dad73bc4-e23c-4b25-8bf8-0da4ca225878
Hordeum vulgare	Da mai	Barley grass	dad73bc4-e23c-4b25-8bf8-0da4ca225878
Hydrastis canadensis	Goldenseal	Yellow root	acd31728-eac3-4005-a80f-aae4689f9eab
Hydrastis canadensis	Orangeroot	Yellow root	acd31728-eac3-4005-a80f-aae4689f9eab
Hydrastis canadensis	Yellow-puccoon	Yellow root	acd31728-eac3-4005-a80f-aae4689f9eab
Hydrastis canadensis	Yellow root	Yellow root	acd31728-eac3-4005-a80f-aae4689f9eab
Hypericum perforatum	Hypericum	St. John's-wort	aa66e5ac-8acc-4150-82c4-c82767b6934a
Hypericum perforatum	St. John's wort	St. John's-wort	aa66e5ac-8acc-4150-82c4-c82767b6934a
Hypericum perforatum	St. John's-wort	St. John's-wort	aa66e5ac-8acc-4150-82c4-c82767b6934a
Hyssopus officinalis	Hyssop	Hyssop	d4277863-f862-4a77-b15f-5b1be6192922
Ilex paraguariensis	Brazilian tea	Yerba mate	e2bde633-658c-4da6-9ea7-133429ee60c6
Ilex paraguariensis	Mate	Yerba mate	e2bde633-658c-4da6-9ea7-133429ee60c6
Ilex paraguariensis	Paraguayan tea	Yerba mate	e2bde633-658c-4da6-9ea7-133429ee60c6
Ilex paraguariensis	Paraguay tea	Yerba mate	e2bde633-658c-4da6-9ea7-133429ee60c6
Ilex paraguariensis	St Bartholomew's tea	Yerba mate	e2bde633-658c-4da6-9ea7-133429ee60c6
Ilex paraguariensis	Yerba mate	Yerba mate	e2bde633-658c-4da6-9ea7-133429ee60c6
Inonotus obliquus	Chaga	Chaga	"91501f1d-e962-4542-ac9d-8edadc61b0ae"
Inula helenium	Elecampane	Velvet-dock	f19c8b7d-3410-4aa5-9eaf-fe8402abd966
Inula helenium	Tu mu xiang	Velvet-dock	f19c8b7d-3410-4aa5-9eaf-fe8402abd966
Inula helenium	Velvet-dock	Velvet-dock	f19c8b7d-3410-4aa5-9eaf-fe8402abd966
Juglans nigra	Blackwalnut	Blackwalnut	fe582a84-33e9-436a-a5e9-739a218ecf7b
Juglans regia	Walnut	Walnut	f1b59a24-97ab-4aaa-978b-58630c926d4d
Juncus effusus	Common rush	Soft rush	da3bd8f7-009c-4b1f-81f1-f73323764b04
Juncus effusus	Deng xin cao	Soft rush	da3bd8f7-009c-4b1f-81f1-f73323764b04
Juncus effusus	Soft rush	Soft rush	da3bd8f7-009c-4b1f-81f1-f73323764b04
Juniperus communis	Common juniper	Juniper	b3f2c220-463d-42ef-b08e-29c5b80af0c7
Juniperus communis	Juniper	Juniper	b3f2c220-463d-42ef-b08e-29c5b80af0c7
Juniperus oxycedrus	Cade juniper	Red-berry juniper	cfc3607f-bcce-4da5-ab27-99675286fb72
Juniperus oxycedrus	Prickly juniper	Red-berry juniper	cfc3607f-bcce-4da5-ab27-99675286fb72
Juniperus oxycedrus	Red-berry juniper	Red-berry juniper	cfc3607f-bcce-4da5-ab27-99675286fb72
Juniperus virginiana	Eastern red-cedar	Rooisede	feea91c8-a52c-4f17-aa92-8d5d07ba3213
Juniperus virginiana	Pencil-cedar	Rooisede	feea91c8-a52c-4f17-aa92-8d5d07ba3213
Juniperus virginiana	Potloodseder	Rooisede	feea91c8-a52c-4f17-aa92-8d5d07ba3213
Juniperus virginiana	Red-cedar	Rooisede	feea91c8-a52c-4f17-aa92-8d5d07ba3213
Juniperus virginiana	Red juniper	Rooisede	feea91c8-a52c-4f17-aa92-8d5d07ba3213
Juniperus virginiana	Rooisede	Rooisede	feea91c8-a52c-4f17-aa92-8d5d07ba3213
Leonurus cardiaca	Common motherwort	Motherwort	"2f85be14-c057-43b8-a21e-ca915d2992d5"
Leonurus cardiaca	Motherwort	Motherwort	"2f85be14-c057-43b8-a21e-ca915d2992d5"
Lepidium	Du xing cai	Pepperweed	f62efd68-5190-4d1c-8d86-2445c07ab21d
Lepidium	Pepperweed	Pepperweed	f62efd68-5190-4d1c-8d86-2445c07ab21d
Lepidium meyenii	Maca	Maca	"407be41d-4453-4d11-9068-b6a71f8a43b3"
Lepidium meyenii	Peruvian-ginseng	Maca	"407be41d-4453-4d11-9068-b6a71f8a43b3"
Levisticum officinale	Lovage	Lovage	fde07618-98de-4d01-be09-7a02233dfb20
Lilium candidum	Madonna lily	White lily	"638e28f6-f367-49c1-87c1-41c9abc34545"
Lilium candidum	White lily	White lily	"638e28f6-f367-49c1-87c1-41c9abc34545"
Linum usitatissimum	Flax	Flax seed	e822459e-ce9f-431f-bdae-8441a1be2ef4
Linum usitatissimum	Flax seed	Flax seed	e822459e-ce9f-431f-bdae-8441a1be2ef4
Linum usitatissimum	Flaxseed	Flax seed	e822459e-ce9f-431f-bdae-8441a1be2ef4
Linum usitatissimum	Linseed	Flax seed	e822459e-ce9f-431f-bdae-8441a1be2ef4
Liquidambar styraciflua	Alligatorwood	Sweet-gum	d11fc858-150f-4cdb-a66d-71c33152c783
Liquidambar styraciflua	American-storax	Sweet-gum	d11fc858-150f-4cdb-a66d-71c33152c783
Liquidambar styraciflua	Red-gum	Sweet-gum	d11fc858-150f-4cdb-a66d-71c33152c783
Liquidambar styraciflua	Satin-walnut	Sweet-gum	d11fc858-150f-4cdb-a66d-71c33152c783
Liquidambar styraciflua	Sweet-gum	Sweet-gum	d11fc858-150f-4cdb-a66d-71c33152c783
Lobaria pulmonaria	Lung lichen	Lungmoss	e018ec27-1dfa-4ae7-9585-8490580e395d
Lobaria pulmonaria	Lungmoss	Lungmoss	e018ec27-1dfa-4ae7-9585-8490580e395d
Lonicera japonica	Japanese honeysuckle	Rendongteng	efed757f-f23c-4a2c-9df5-752f34797d2b
Lonicera japonica	Jin yin hua	Rendongteng	efed757f-f23c-4a2c-9df5-752f34797d2b
Lonicera japonica	Ren dong	Rendongteng	efed757f-f23c-4a2c-9df5-752f34797d2b
Lonicera japonica	Rendongteng	Rendongteng	efed757f-f23c-4a2c-9df5-752f34797d2b
Lycium barbarum	Barbary matrimony-vine	Goji berry	efb4f279-dda3-4160-8193-15b47b496ea2
Lycium barbarum	Barbary wolfberry	Goji berry	efb4f279-dda3-4160-8193-15b47b496ea2
Lycium barbarum	Chinese wolfberry	Goji berry	efb4f279-dda3-4160-8193-15b47b496ea2
Lycium barbarum	Goji berry	Goji berry	efb4f279-dda3-4160-8193-15b47b496ea2
Lycium barbarum	Matrimony-vine	Goji berry	efb4f279-dda3-4160-8193-15b47b496ea2
Lycium barbarum	Ning xia gou qi	Goji berry	efb4f279-dda3-4160-8193-15b47b496ea2
Lycopus americanus	Americanbugleweed	Americanbugleweed	"9e728096-2b0e-4dcf-8f91-4eb900a2c3dd"
Magnolia grandiflora	Bull bay	Southern magnolia	f38671e8-7a62-4ff4-82e9-bbcbf463d865
Magnolia grandiflora	Laurier tulipier	Southern magnolia	f38671e8-7a62-4ff4-82e9-bbcbf463d865
Magnolia grandiflora	Southern magnolia	Southern magnolia	f38671e8-7a62-4ff4-82e9-bbcbf463d865
Magnolia officinalis	Hou po	Magnolia-bark	c0e10260-f30e-4cb4-824f-b433d668fa95
Magnolia officinalis	Magnolia-bark	Magnolia-bark	c0e10260-f30e-4cb4-824f-b433d668fa95
Magnolia virginiana	Sweetbay	Sweetbay	"9eaad654-54a7-4f43-9d5e-b8c1d7aa195d"
Malva sylvestris	Blue mallow	Tall mallow	f26da886-e9da-429f-a253-1463833ac507
Malva sylvestris	Cheeses	Tall mallow	f26da886-e9da-429f-a253-1463833ac507
Malva sylvestris	Common mallow	Tall mallow	f26da886-e9da-429f-a253-1463833ac507
Malva sylvestris	High mallow	Tall mallow	f26da886-e9da-429f-a253-1463833ac507
Malva sylvestris	Tall mallow	Tall mallow	f26da886-e9da-429f-a253-1463833ac507
Marrubium vulgare	Horehound	Horehound	e4dfd494-ca9e-4c0a-8c32-b2abba021555
Marrubium vulgare	White horehound	Horehound	e4dfd494-ca9e-4c0a-8c32-b2abba021555
Matricaria chamomilla	Blue chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Common chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	German chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Hungarian chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Matricaria	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Scented chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Scented mayweed	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Sweet false chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	True chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Matricaria chamomilla	Wild chamomile	Chamomile	fe7ebc69-1daa-4a4c-987d-5b25326db35a
Medicago polymorpha	Bur medic	Toothed medic	ffa0a297-d754-4500-b343-69a5d4a333bb
Medicago polymorpha	California bur-clover	Toothed medic	ffa0a297-d754-4500-b343-69a5d4a333bb
Medicago polymorpha	Hairy medic	Toothed medic	ffa0a297-d754-4500-b343-69a5d4a333bb
Medicago polymorpha	Toothed bur-clover	Toothed medic	ffa0a297-d754-4500-b343-69a5d4a333bb
Medicago polymorpha	Toothed medic	Toothed medic	ffa0a297-d754-4500-b343-69a5d4a333bb
Melia azedarach	Chinaberry	Szechwan chinaberry	c95326cd-f73c-4f40-a30a-ea21d72a3e5b
Melia azedarach	Lian	Szechwan chinaberry	c95326cd-f73c-4f40-a30a-ea21d72a3e5b
Melia azedarach	Persian lilac	Szechwan chinaberry	c95326cd-f73c-4f40-a30a-ea21d72a3e5b
Melia azedarach	Sichuan pagoda-tree	Szechwan chinaberry	c95326cd-f73c-4f40-a30a-ea21d72a3e5b
Melia azedarach	Szechwan chinaberry	Szechwan chinaberry	c95326cd-f73c-4f40-a30a-ea21d72a3e5b
Melissa officinalis	Balm	Melissa	fed54d4e-8230-4fe1-a186-0917121bab30
Melissa officinalis	Bee balm	Melissa	fed54d4e-8230-4fe1-a186-0917121bab30
Melissa officinalis	Lemon balm	Melissa	fed54d4e-8230-4fe1-a186-0917121bab30
Melissa officinalis	Melissa	Melissa	fed54d4e-8230-4fe1-a186-0917121bab30
Mentha pulegium	European pennyroyal	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Lurk-in-the-Ditch	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Mosquito plant	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Pennyroyal	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Pudding Grass	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Pulegium	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Run-by-the-Ground	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Squaw Balm	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha pulegium	Squawmint Tickweed	Squawmint Tickweed	"56019be3-b9ed-429b-8086-1cc71a3d44bc"
Mentha spicata	Curled mint	Spearmint	c40a72c5-2ac8-4282-b045-6b0ded2ca763
Mentha spicata	Spearmint	Spearmint	c40a72c5-2ac8-4282-b045-6b0ded2ca763
Mimosa pudica	Han xiu cao	Touch-me-not	e6ca86ad-1cee-44d4-a69a-ab620d4e4d58
Mimosa pudica	Sensitive-plant	Touch-me-not	e6ca86ad-1cee-44d4-a69a-ab620d4e4d58
Mimosa pudica	Touch-me-not	Touch-me-not	e6ca86ad-1cee-44d4-a69a-ab620d4e4d58
Mitchella repens	Partridge-berry	Squawvine	e3fc751c-2f24-4299-b4d9-34ebded7a9ca
Mitchella repens	Squawvine	Squawvine	e3fc751c-2f24-4299-b4d9-34ebded7a9ca
Mitragyna speciosa	Kratom	Kratom	dac1ac7a-f1bb-42d7-ab9c-0bf06d0d9825
Mitragyna speciosa	Kratum	Kratom	dac1ac7a-f1bb-42d7-ab9c-0bf06d0d9825
Momordica charantia	Balsam-apple	Carilla gourd	"8dd1a8c8-8a99-4415-838b-0b0f7858296a"
Momordica charantia	Balsam-pear	Carilla gourd	"8dd1a8c8-8a99-4415-838b-0b0f7858296a"
Momordica charantia	Bitter-cucumber	Carilla gourd	"8dd1a8c8-8a99-4415-838b-0b0f7858296a"
Momordica charantia	Bitter gourd	Carilla gourd	"8dd1a8c8-8a99-4415-838b-0b0f7858296a"
Momordica charantia	Bitter melon	Carilla gourd	"8dd1a8c8-8a99-4415-838b-0b0f7858296a"
Momordica charantia	Carilla gourd	Carilla gourd	"8dd1a8c8-8a99-4415-838b-0b0f7858296a"
Morella cerifera	Bayberry	Wax-myrtle	a6e67939-8666-45f6-a35b-7bc817b10aa3
Morella cerifera	Candleberry	Wax-myrtle	a6e67939-8666-45f6-a35b-7bc817b10aa3
Morella cerifera	Southern bayberry	Wax-myrtle	a6e67939-8666-45f6-a35b-7bc817b10aa3
Morella cerifera	Southern wax-myrtle	Wax-myrtle	a6e67939-8666-45f6-a35b-7bc817b10aa3
Morella cerifera	Waxberry	Wax-myrtle	a6e67939-8666-45f6-a35b-7bc817b10aa3
Morella cerifera	Wax-myrtle	Wax-myrtle	a6e67939-8666-45f6-a35b-7bc817b10aa3
Morinda citrifolia	Indian-mulberry	Rotten cheesefruit	df483c53-b6ac-4573-8feb-219f29884259
Morinda citrifolia	Noni	Rotten cheesefruit	df483c53-b6ac-4573-8feb-219f29884259
Morinda citrifolia	Rotten cheesefruit	Rotten cheesefruit	df483c53-b6ac-4573-8feb-219f29884259
Moringa oleifera	Ben-oil-tree	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Moringa oleifera	Benzolive-tree	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Moringa oleifera	Drumsticktree	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Moringa oleifera	Horseradish-tree	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Moringa oleifera	Malunggay	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Moringa oleifera	Moringa	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Moringa oleifera	West Indian ben	Moringa	dcf85789-1e64-4c06-aa02-6d8f12cd2fdb
Myrtus communis	Myrtle	Myrtle	df456ef4-a4e6-43f9-8417-99b91c7d80c5
Nepeta cataria	Catmint	Field balm	bb48b173-75d5-43d8-8f72-ac3d50474150
Nepeta cataria	Catnep	Field balm	bb48b173-75d5-43d8-8f72-ac3d50474150
Nepeta cataria	Catnip	Field balm	bb48b173-75d5-43d8-8f72-ac3d50474150
Nepeta cataria	Catswort	Field balm	bb48b173-75d5-43d8-8f72-ac3d50474150
Nepeta cataria	Field balm	Field balm	bb48b173-75d5-43d8-8f72-ac3d50474150
Nerium oleander	Oleander	Rose laurel	e9b69aef-ba00-43ae-b45e-f80688a2dd22
Nerium oleander	Rose laurel	Rose laurel	e9b69aef-ba00-43ae-b45e-f80688a2dd22
Neurolaena lobata	Gavilana	Jackass bitters	"861fac54-4f20-4bd0-9ada-06846ebd08b0"
Neurolaena lobata	Jackass bitters	Jackass bitters	"861fac54-4f20-4bd0-9ada-06846ebd08b0"
Notopterygium incisum	Notopterygium	Qiang huo	"8fa0f8c7-c0e6-4a9c-898a-e1072f25a296"
Notopterygium incisum	Qiang huo	Qiang huo	"8fa0f8c7-c0e6-4a9c-898a-e1072f25a296"
Nymphaea odorata	Sweetwaterlily	Sweetwaterlily	d07ff073-041e-4507-8c4a-b58ccfd71d31
Ocimum tenuiflorum	Holy basil	Tulsi	d1641edd-ebaa-4ea9-a2ab-a5c801d8c7ae
Ocimum tenuiflorum	Rama tulsi	Tulsi	d1641edd-ebaa-4ea9-a2ab-a5c801d8c7ae
Ocimum tenuiflorum	Sacred basil	Tulsi	d1641edd-ebaa-4ea9-a2ab-a5c801d8c7ae
Ocimum tenuiflorum	Tulsi	Tulsi	d1641edd-ebaa-4ea9-a2ab-a5c801d8c7ae
Olea europaea	Olive	Olive tree	f4b1733a-f50f-45c6-aa2e-14909c1a4875
Olea europaea	Olive-leaf	Olive tree	f4b1733a-f50f-45c6-aa2e-14909c1a4875
Olea europaea	Olive tree	Olive tree	f4b1733a-f50f-45c6-aa2e-14909c1a4875
Ononis spinosa	Ononis	Spring restharrow	d53e9503-4533-402f-83da-fd29f30806e9
Ononis spinosa	Restharrow	Spring restharrow	d53e9503-4533-402f-83da-fd29f30806e9
Ononis spinosa	Spiny restharrow	Spring restharrow	d53e9503-4533-402f-83da-fd29f30806e9
Ononis spinosa	Spring restharrow	Spring restharrow	d53e9503-4533-402f-83da-fd29f30806e9
Oplopanax horridus	Devil's-club	Devil's-club	ff5632fb-7d87-4f81-9915-070f052badc1
Origanum compactum	Moroccanoregano	Moroccanoregano	db30326c-4277-4276-85ac-a07f21081cb2
Origanum majorana	Marjoram	Sweet marjoram	f9626884-5f15-4dd0-a858-c57b2908481a
Origanum majorana	Sweet marjoram	Sweet marjoram	f9626884-5f15-4dd0-a858-c57b2908481a
Origanum syriacum	Biblical hyssop	Syrian oregano	"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"
Origanum syriacum	Lebanese oregano	Syrian oregano	"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"
Origanum syriacum	Syrian oregano	Syrian oregano	"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"
Origanum vulgare	Common Oregano	Oregano	db30326c-4277-4276-85ac-a07f21081cb2
Origanum vulgare	Oregano	Oregano	db30326c-4277-4276-85ac-a07f21081cb2
Panax ginseng	Asian ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Chinese ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Hong shen	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Korean ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Korean red ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Oriental ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Panax ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
